0,"Lentil, Apple, and Turkey Wrap ",2.5,426,30,7,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,Boudin Blanc Terrine with Red Onion Confit ,4.375,403,18,23,1439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Potato and Fennel Soup Hodge ,3.75,165,6,7,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,Spinach Noodle Casserole ,3.125,547,20,32,452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,The Best Blts ,4.375,948,19,79,1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Ham and Spring Vegetable Salad with Shallot Vinaigrette ,4.375,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,Spicy-Sweet Kumquats ,3.75,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Korean Marinated Beef ,4.375,170,7,10,1272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ham Persillade with Mustard Potato Salad and Mashed Peas ,3.75,602,23,41,1696,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,"Yams Braised with Cream, Rosemary and Nutmeg ",3.75,256,4,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,Spicy Noodle Soup ,4.375,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Crisp Braised Pork Shoulder ,4.375,890,59,68,1027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,"Tuna, Asparagus, and New Potato Salad with Chive Vinaigrette and Fried Capers ",5,421,10,33,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,"""Fried"" Chicken ",3.75,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Pancetta and Taleggio Lasagna with Treviso ,3.75,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Cucumber-Basil Egg Salad ,3.75,215,6,20,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Green Bean, Red Onion, and Roast Potato Salad with Rosemary Vinaigrette ",4.375,351,6,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,Roasted Sweet-Potato Spears with Bacon Vinaigrette ,4.375,376,7,18,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Deviled Ham ,3.125,185,10,13,765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Fontina Mac with Squash and Sage ,5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,Aztec Chicken ,3.75,625,39,44,1248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Baked Halibut with Orzo, Spinach, and Cherry Tomatoes ",4.375,634,44,31,181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,Purple-Potato and Crab Gratin ,3.75,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,Spicy Black Beans and Rice ,3.75,202,19,8,815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,Mexican Lime Soup ,4.375,338,14,21,174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Mexican Chile and Mushroom Soup ,3.125,166,8,12,508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Braised Chicken With Artichokes and Olives ,4.375,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Pancetta Roast Chicken with Walnut Stuffing ,5,1203,89,87,583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1977 Coconut Angel Food Cake ,3.75,266,4,7,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Collard-and-Prosciutto Chicken Roulades Over Watercress Salad ,5,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Veal Burgers Stuffed with Mozzarella Cheese ,4.375,904,38,70,1413,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59,Roasted Eggplant and Olive Spread with Pita Bread Chips ,3.75,177,5,7,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Mixed Berry Pavlovas ,3.75,252,4,7,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Roasted Butternut Squash, Rosemary, and Garlic Lasagne ",4.375,684,21,42,637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,Grilled Roast Beef and Stilton Sandwich ,4.375,641,39,37,907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Cheese Ravioli with Fresh Tomato Sauce ,3.75,365,19,14,599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Braised Chicken and Rice with Orange, Saffron, Almond, and Pistachio Syrup ",4.375,1172,54,73,220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Horseradish Dill Potato Salad ,4.375,298,6,12,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,Chicken in Green Pumpkin-Seed Sauce ,4.375,682,36,57,909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Braised Brisket with Bourbon-Peach Glaze ,4.375,856,45,54,1797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Grilled Pork Chops with Classic Barbecue Sauce ,4.375,599,48,28,1038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,Bacon Crackers ,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Roast Chicken With Sorghum and Squash ,0,1143,63,77,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Asparagus with Bacon and Onion ,4.375,129,4,11,146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,Ricotta Omelets ,3.75,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Turkey and Pinto Bean Chili ,4.375,508,45,17,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,Acini di Pepe Pasta with Garlic and Olives ,4.375,209,5,8,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,Roast Beef Salad with Cabbage and Horseradish ,3.125,645,22,52,324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Parsnip and Apple Soup ,4.375,310,3,25,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,Short Rib Pot Pie ,5,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Asian Noodles with Barbecued Duck Confit ,5,519,14,25,1237,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Escarole and Cheese Spoon Bread ,4.375,338,15,18,515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Kids' Matzoh Pizza ,3.125,280,13,18,587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Roast Cod with Potatoes, Onions, and Olives ",3.75,679,55,36,333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,Cod Cannelloni with Swiss Chard and Roasted Pepper ,2.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,Spicy Sesame Noodles with Chopped Peanuts and Thai Basil ,4.375,724,21,28,1130,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
129,Potato Gratin with Goat Cheese and Garlic ,4.375,748,17,58,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,Winter Squash Souffl ,3.75,240,12,16,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Low-Fat Chicken Stock ,0,23,2,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Asian Dipping Sauce ,0,54,4,2,872,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Shrimp and Green Onion Pancakes ,3.75,439,20,20,1763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"Gnocchi with Tomato, Basil, and Olives ",4.375,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,Roasted Root Vegetables ,4.375,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,Thai Vegetables ,3.75,67,2,4,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Sage-Roasted Turkey with Caramelized Onions and Sage Gravy ,4.375,746,118,21,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,Shrimp Cakes with Andouille Sausage ,4.375,354,16,22,930,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
153,Potato Gnocchi with Shrimp and Peas ,3.125,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,"Sauteed Veal with Shrimp, Mushroom, and Brandy Cream Sauce ",4.375,629,28,52,292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Mackerel with Crushed Potatoes and Oregano ,4.375,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
159,Oriental Chicken and Cabbage Salad ,3.75,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Cheddar Chicken Tenders with Wilted Spinach ,3.75,606,30,43,1230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Blueberry Cheesecake ,5,954,14,66,767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Parsleyed Yellow-Potato Salad ,3.75,232,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,Grilled Garlic-Marinated Skirt Steak with Lime ,4.375,148,11,11,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Egg Sandwich with Green Bean Slaw ,0,374,16,19,590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Red Wine Brasato with Glazed Root Vegetables ,3.75,940,100,38,800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Egg Salad with Lemon and Fennel ,4.375,237,9,21,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Steamed Chicken with Black Mushrooms and Bok Choy ,4.375,-1,-1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Baked Beans with Slab Bacon and Breadcrumbs ,4.375,473,23,19,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Maple Butter-Pecan Ice Cream ,5,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Potato Gratin with Goat Cheese ,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,Char-Grilled Beef Tenderloin with Three-Herb Chimichurri ,4.375,745,41,60,1146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Pork Roast Braised with Milk and Fresh Herbs (Maiale al Latte ) ,3.75,689,85,34,723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191,Chocolate Hazelnut Pound Cake with Chocolate Glaze ,3.75,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
